id	text	tag
data/img1487.png	Name	I-NAME
data/img1487.png	Designation	B-DES
data/img1487.png	Phone	B-PHON
data/img1487.png	Number	I-PHON
data/img1487.png	Company	B-COMP
data/img1487.png	Name	I-COMP
data/img1487.png	Address	B-ADD
data/img1487.png	Line	I-ADD
data/img1487.png	1,	I-ADD
data/img1487.png	Address	I-ADD
data/img1487.png	Line	I-ADD
data/img1487.png	1	I-ADD
data/img1487.png	Address	I-ADD
data/img1487.png	Line	I-ADD
data/img1487.png	2,	I-ADD
data/img1487.png	Address	I-ADD
data/img1487.png	Line	I-ADD
data/img1487.png	2	I-ADD
data/img1487.png	E-mail	B-MAIL
data/img1487.png	Address	I-MAIL
data/img1487.png	Website	B-WEB
data/img1487.png	Address	I-WEB
data/img6143.png	Full	B-NAME
data/img6143.png	Name	I-NAME
data/img6143.png	Designation	B-DES
data/img6143.png	Phone	B-PHON
data/img6143.png	Number	I-PHON
data/img6143.png	Address	B-ADD
data/img6143.png	Line	I-ADD
data/img6143.png	1	I-ADD
data/img6143.png	Address	I-ADD
data/img6143.png	Line	I-ADD
data/img6143.png	Address	I-ADD
data/img6143.png	Line	I-ADD
data/img6143.png	2	I-ADD
data/img6143.png	Address	I-ADD
data/img6143.png	Line	I-ADD
data/img6143.png	2	I-ADD
data/img6143.png	Email	B-MAIL
data/img6143.png	Address	I-MAIL
data/img5172.png	Full	B-NAME
data/img5172.png	Name	I-NAME
data/img5172.png	Designation	B-DES
data/img5172.png	Phone	B-PHON
data/img5172.png	Number	I-PHON
data/img5172.png	Company	B-COMP
data/img5172.png	Name	I-COMP
data/img5172.png	Address	B-ADD
data/img5172.png	Line	I-ADD
data/img5172.png	1,	I-ADD
data/img5172.png	Address	I-ADD
data/img5172.png	Line	I-ADD
data/img5172.png	1,	I-ADD
data/img5172.png	Address	I-ADD
data/img5172.png	Line	I-ADD
data/img5172.png	1	I-ADD
data/img5172.png	Address	I-ADD
data/img5172.png	Line	I-ADD
data/img5172.png	2,	I-ADD
data/img5172.png	Address	I-ADD
data/img5172.png	Line	I-ADD
data/img5172.png	2,	I-ADD
data/img5172.png	Address	I-ADD
data/img5172.png	Line	I-ADD
data/img5172.png	2	I-ADD
data/img5172.png	E-Mail	B-MAIL
data/img5172.png	Address	I-MAIL
data/img5588.png	Company	B-COMP
data/img5588.png	Name	I-COMP
data/img5588.png	Full	B-NAME
data/img5588.png	Name	I-NAME
data/img5588.png	Designation	B-DES
data/img5588.png	Phone	B-PHON
data/img5588.png	Number	I-PHON
data/img5588.png	Address	B-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	1	I-ADD
data/img5588.png	Address	I-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	1	I-ADD
data/img5588.png	Address	I-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	1	I-ADD
data/img5588.png	Address	I-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	1	I-ADD
data/img5588.png	Address	I-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	2	I-ADD
data/img5588.png	Address	I-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	2	I-ADD
data/img5588.png	Address	I-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	2	I-ADD
data/img5588.png	Address	I-ADD
data/img5588.png	Line	I-ADD
data/img5588.png	2	I-ADD
data/img5588.png	Email	B-MAIL
data/img5588.png	Address	I-MAIL
data/img8125.png	Full	B-NAME
data/img8125.png	Name	I-NAME
data/img8125.png	m	O
data/img8125.png	Designati	B-DES
data/img8125.png	Co	B-COMP
data/img8125.png	pany	I-COMP
data/img8125.png	Name	I-COMP
data/img8125.png	Phone	B-PHON
data/img8125.png	Number	I-PHON
data/img8125.png	Address	B-ADD
data/img8125.png	Line	I-ADD
data/img8125.png	Address	I-ADD
data/img8125.png	Line	I-ADD
data/img8125.png	1,	I-ADD
data/img8125.png	Address	I-ADD
data/img8125.png	Line	I-ADD
data/img8125.png	Address	I-ADD
data/img8125.png	Line	I-ADD
data/img8125.png	2,	I-ADD
data/img8125.png	Address	I-ADD
data/img8125.png	Line	I-ADD
data/img8125.png	2,	I-ADD
data/img8125.png	Address	I-ADD
data/img8125.png	Line	I-ADD
data/img8125.png	2	I-ADD
data/img8125.png	E-mail	B-MAIL
data/img8125.png	Address	I-MAIL
